total_events,GravelD50,GravelPercent,log_D50,MudPercent,Rock10cm,Rock50cm,SandD50,SandPercent,TotalD50,Energy_High energy,Energy_Low energy,Energy_Moderate energy,Energy_No energy information,Energy_NA,Biozone_Arctic lower bathyal,Biozone_Arctic mid bathyal,Biozone_Arctic upper abyssal,Biozone_Atlantic upper bathyal,Biozone_Atlanto-Arctic upper bathyal,Biozone_Deep circalittoral,Biozone_Infralittoral,Biozone_Shallow circalittoral,Biozone_NA,Substrate_Coarse substrate,Substrate_Fine mud,Substrate_Fine mud or Sandy mud or Muddy sand,Substrate_Mixed sediment,Substrate_Muddy sand,Substrate_Rock or other hard substrata,Substrate_Sand,Substrate_Sandy mud,Substrate_Sandy mud or Muddy sand,Substrate_Seabed,Substrate_Sediment,Substrate_NA,Salinity_Euhaline,Salinity_Mesohaline,Salinity_Oligohaline,Salinity_Polyhaline,Salinity_NA,Oxygen_NA,EUNIScomb_A3.1,EUNIScomb_A3.2,EUNIScomb_A3.3,EUNIScomb_A3.4,EUNIScomb_A3.5,EUNIScomb_A3.6,EUNIScomb_A4,EUNIScomb_A4.1,EUNIScomb_A4.2,EUNIScomb_A4.27,EUNIScomb_A4.3,EUNIScomb_A4.33,EUNIScomb_A4.4,EUNIScomb_A4.5,EUNIScomb_A4.6,EUNIScomb_A5,EUNIScomb_A5.13,EUNIScomb_A5.14,EUNIScomb_A5.15,EUNIScomb_A5.23,EUNIScomb_A5.23 or A5.24,EUNIScomb_A5.24,EUNIScomb_A5.24 or A5.33 or A5.34,EUNIScomb_A5.25,EUNIScomb_A5.25 or A5.26,EUNIScomb_A5.26,EUNIScomb_A5.26 or A5.35 or A5.36,EUNIScomb_A5.27,EUNIScomb_A5.27 or A5.37,EUNIScomb_A5.33,EUNIScomb_A5.34,EUNIScomb_A5.35,EUNIScomb_A5.36,EUNIScomb_A5.37,EUNIScomb_A5.43,EUNIScomb_A5.44,EUNIScomb_A5.45,EUNIScomb_A6,EUNIScomb_A6.11,EUNIScomb_A6.2,EUNIScomb_A6.3 or A6.4,EUNIScomb_A6.5,EUNIScomb_Na,EUNIScomb_NA,MSFD_BBHT_Abyssal,MSFD_BBHT_Circalittoral coarse sediment,MSFD_BBHT_Circalittoral mixed sediment,MSFD_BBHT_Circalittoral mud,MSFD_BBHT_Circalittoral mud or Circalittoral sand,MSFD_BBHT_Circalittoral rock and biogenic reef,MSFD_BBHT_Circalittoral sand,MSFD_BBHT_Infralittoral coarse sediment,MSFD_BBHT_Infralittoral mixed sediment,MSFD_BBHT_Infralittoral mud,MSFD_BBHT_Infralittoral mud or Infralittoral sand,MSFD_BBHT_Infralittoral rock and biogenic reef,MSFD_BBHT_Infralittoral sand,MSFD_BBHT_Lower bathyal sediment,MSFD_BBHT_Na,MSFD_BBHT_Offshore circalittoral coarse sediment,MSFD_BBHT_Offshore circalittoral mixed sediment,MSFD_BBHT_Offshore circalittoral mud,MSFD_BBHT_Offshore circalittoral mud or Offshore circalittoral sand,MSFD_BBHT_Offshore circalittoral rock and biogenic reef,MSFD_BBHT_Offshore circalittoral sand,MSFD_BBHT_Upper bathyal rock and biogenic reef,MSFD_BBHT_Upper bathyal sediment,MSFD_BBHT_NA
71822,8.086234923898381,23.87935245735632,-0.2135843751844055,6.448386591178419,0.02695503699351889,0.0985959107908016,0.37114812805725295,69.67226079646669,1.5186452790034612,0.2157962102451376,0.22446367455967056,0.41659478560894847,0.02569631876234731,0.11744901082389604,4.730237346615098e-4,0.0014886335179053395,8.347477670497232e-5,0.003631152786666296,0.0014329836667686913,0.2357327694148418,0.29602938312140015,0.34367956815715517,0.11744901082389604,0.21156682155875234,0.14359052839533654,0.037132363170928516,0.12202621107988536,0.09745680180305517,0.01720971646400846,0.2284426389159409,0.010225660146359108,0.0031442165892206237,0.010684771418236457,0.001071259634380478,0.11744901082389604,0.005648459890369793,0.164834859066752,0.10854503464203233,0.06626506024096386,0.654706586159882,1,8.764851554022093e-4,1.2521216505745848e-4,8.347477670497232e-5,2.7824925568324105e-5,0.002949442110242355,0.004507637942068505,1.3912462784162053e-5,0.0024485934500125214,0.001043434708812154,8.347477670497232e-5,1.5303709062578259e-4,5.564985113664821e-5,2.365118673307549e-4,0.0020729569548401457,0.0024764183755808453,0.001071259634380478,0.007874453935835721,0.08781546509363088,0.1148612927460419,0.03268037507999666,0.057221959431258525,0.04026266729736498,0.012757728373076602,0.009265700214251927,0.06810150532847324,0.006566682434124489,0.022941651131083225,0.06568073680402906,4.0346142074069953e-4,0.007317955424469239,0.08117922034558557,0.01837836333787807,0.04713542391274103,0.04411641948857787,0.043615570828348035,0.06829627980745151,0.010058710592949164,0.0010156097832438298,5.564985113664821e-5,5.564985113664821e-5,6.956231392081027e-4,0.00528673585798158,0.010684771418236457,0.11744901082389604,8.347477670497232e-5,0.08781546509363088,0.06829627980745151,0.0655137872506191,0.022941651131083225,0.008444864909986366,0.08393388797684966,0.007874453935835721,0.043615570828348035,0.08849717577005481,0.012757728373076602,0.008570077075043824,0.13016500180862017,4.730237346615098e-4,0.011756031052616933,0.1148612927460419,0.010058710592949164,0.04411641948857787,4.0346142074069953e-4,1.3912462784162054e-4,0.06568073680402906,5.564985113664821e-5,0.006497120120203678,0.11744901082389604
